Rank	Taxonpath	Taxon	X01	X02	X03	X04	X05	X06	X07	X08	X09	X10	X65-5-5	X65-5-1	X65-3-3	X65-3-1	X11	X25-I-1	X26-I-1	X27-I-1	X28-I-1	X29-I-1	X25-I-5	X30-II-5	X35-III-5	X40-I-5	X45-II-5	X12	X50-III-5	X75-5-5	X75-5-1	X75-3-3	X75-3-1	X60-5-5	X60-5-1	X60-3-3	X60-3-1	X80-5-5	X13	X80-5-1	X80-3-3	X80-3-1	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X01Pool	X11Pool	X21Pool	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	PCRRep01	PCRRep02	PCRRep03	PCRRep04	PCRRep05	PCRRep06	PCRRep07	PCRRep08	PCRRep09	PCRRep10	X55Pool	X70-5-5	X70-5-1	X70-3-3	X70-3-1	X1264-IV-5	X1274-IV-5	X1285-I-5	X1289-II-5	X1294-III-5	X1299-IV-5	X01_10_isPool	X11_20_isPool	X21_24_isPool	X55_64_isPool	XPCR
order	Main genome;Eukaryota;SAR;Stramenopiles;Stramenopiles incertae sedis;Pirsonia class incertae sedis;Pirsonia order incertae sedis	Pirsonia order incertae sedis	2	3	3	4	4	4	4	2	3	1	6	4	5	4	3	7	3	5	7	5	6	11	5	7	4	1	7	16	16	15	13	10	6	6	6	16	5	19	17	18	2	2	2	2	1	4	2	3	2	1	3	3	1	3	6	6	6	8	5	8	4	6	7	7	7	7	8	7	9	6	7	7	7	7	7	7	5	6	4	4	5	5	7	6	9	11	8	4	19	15
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;HE001005.112	HE001005.112	1	1	0	1	0	1	0	1	1	0	2	0	2	0	0	1	3	3	0	1	2	2	1	2	1	0	2	3	0	4	2	4	0	1	0	1	0	3	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	2	1	1	2	2	2	1	1	1	1	0	0	2	0	0	0	2	1	0	1	0	0	1	1	1	1	0	2	1	1	5	3
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;D2P04F01	D2P04F01	11	12	13	11	12	12	16	10	14	13	13	14	14	11	13	16	18	19	19	18	23	17	18	19	22	11	19	25	19	23	20	24	16	22	17	16	7	22	19	18	10	7	12	11	7	7	7	8	8	10	7	13	11	8	13	13	17	15	11	16	14	16	15	15	14	15	14	15	14	15	18	14	15	18	18	16	14	14	15	15	20	16	17	18	18	23	26	18	26	22
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Amphitremida	Amphitremida	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	0	0	3	3
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;PW19	PW19	0	3	1	1	3	3	4	3	3	2	5	3	3	2	1	3	6	2	4	2	3	6	2	7	4	1	5	5	5	6	3	5	2	5	1	5	0	6	3	3	1	1	1	1	1	0	2	3	2	0	2	3	2	2	3	2	4	4	5	3	4	2	2	2	7	5	3	4	3	3	4	3	3	3	5	4	4	3	4	3	5	1	4	4	3	7	7	6	11	8
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;TAGIRI-17	TAGIRI-17	5	11	11	7	9	8	6	7	10	8	17	5	16	6	8	23	28	25	22	17	29	35	24	27	38	7	47	68	58	63	48	35	23	38	25	61	10	55	61	57	2	8	2	7	5	4	5	5	2	4	4	14	4	2	15	19	18	23	17	23	15	22	16	25	18	18	20	14	15	18	17	18	13	23	18	16	10	11	8	9	20	35	21	15	22	38	28	11	70	69
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;TAGIRI-15	TAGIRI-15	10	16	18	15	16	16	13	12	15	14	22	15	18	17	10	17	12	13	17	16	16	21	18	19	19	8	17	16	19	16	17	20	17	16	14	21	12	19	19	19	10	6	10	10	10	6	9	9	6	7	7	15	11	8	12	12	17	16	11	13	14	14	13	18	12	13	14	12	14	18	15	14	11	14	16	16	13	18	15	14	20	18	12	18	12	31	22	12	30	27
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;D52	D52	2	2	2	1	3	3	2	2	1	1	2	1	2	2	2	6	2	3	3	2	3	4	3	4	8	1	6	3	3	4	5	3	2	1	3	4	1	3	5	2	1	1	2	1	1	0	0	1	0	0	1	1	0	0	1	3	2	1	0	1	3	3	3	2	1	1	4	2	4	1	2	5	2	3	2	3	2	3	1	2	3	1	3	3	2	5	5	1	7	11
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;AI5F15RM1E10	AI5F15RM1E10	0	1	0	0	0	0	2	0	1	0	1	1	1	1	0	2	1	3	2	2	1	3	2	2	2	2	3	4	5	4	4	5	3	3	0	6	0	6	6	5	3	1	0	1	1	2	2	0	2	1	1	0	2	0	0	0	1	0	1	1	1	1	2	1	0	1	0	2	0	0	0	2	1	1	1	1	2	1	0	2	3	1	1	1	2	3	7	3	5	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Sorodiplophrys order incertae sedis	Sorodiplophrys order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis;Labyrinthulomycetes;Thraustochytriaceae order incertae sedis	Thraustochytriaceae order incertae sedis	5	7	8	8	7	7	8	4	6	4	16	8	13	7	7	10	8	8	10	11	12	9	9	7	12	5	14	15	12	10	11	13	7	13	9	9	5	13	11	8	3	7	3	5	4	5	4	2	5	4	5	9	3	4	3	8	5	6	5	8	7	9	6	8	5	7	4	8	8	6	4	5	8	5	9	10	11	8	6	9	9	11	7	8	6	12	11	8	17	14
order	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Phytophthora order incertae sedis	Phytophthora order incertae sedis	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Olpidiopsis order incertae sedis	Olpidiopsis order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis	Halodaphnea order incertae sedis	2	2	1	1	1	2	0	1	0	1	2	1	2	2	1	2	2	1	2	3	2	2	2	1	1	1	3	3	1	2	1	1	2	2	1	1	0	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	0	1	1	3	1	2	2	1	1	2	1	2	2	3	2	3	2	2	3	2	2	1	3	1	2	1	2	3	1	1	3	5	1	2	5	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida	Bicosoecida	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	3	2	0	1	1	2	0	2	2	0	2	1	3	0	3	4	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	2	3	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes;Hyphochytriales	Hyphochytriales	4	7	9	5	5	6	7	9	10	7	14	9	9	9	3	8	6	9	8	8	9	16	14	14	16	4	16	15	13	11	13	13	10	12	11	13	3	13	12	9	3	4	6	2	4	2	2	3	2	5	3	7	3	6	7	8	5	7	7	7	10	6	9	5	7	9	8	12	6	9	9	9	7	7	11	10	13	11	6	10	10	11	7	11	9	19	12	8	16	18
order	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Laminariales class incertae sedis;Laminariales	Laminariales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Ectocarpales class incertae sedis;Ectocarpales	Ectocarpales	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Phaeophyceae;Desmarestiales class incertae sedis;Desmarestiales	Desmarestiales	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Fragilariales	Fragilariales	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Rhizosolenids	Rhizosolenids	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	3	1	1	1	0	0	3	2	2	1	1	0	1	0	3	0	2	4	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	2	1	1	2	1	3	0	2	2
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Melosirids	Melosirids	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Corethrids	Corethrids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis	Coscinodiscus order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis	Actinocyclus order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Navicula order incertae sedis	Navicula order incertae sedis	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	3	3	2	3	1	3	5	6	6	4	4	2	4	4	7	1	6	7	5	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	3	3	1	1	1	2	2	2	2	2	2	3	1	2	3	2	2	2	3	2	2	1	1	2	3	4	2	1	3	3	2	2	5	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Rhaphoneis order incertae sedis	Rhaphoneis order incertae sedis	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	2	1	1	1	1	4	2	2	3	1	2	1	1	3	1	5	4	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	0	2	1	0	0	1	0	1	1	1	1	1	1	1	0	3	3
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Mediophyceae;Chaetoceros order incertae sedis	Chaetoceros order incertae sedis	1	2	2	2	1	2	2	2	2	2	4	2	3	2	1	2	4	3	2	3	3	2	3	2	5	2	3	5	6	6	6	4	4	6	1	4	2	5	4	8	3	2	3	3	3	3	2	2	2	2	3	1	2	2	2	3	4	2	2	2	2	3	1	3	4	4	3	2	2	3	3	2	5	3	2	2	1	2	1	1	4	4	5	4	3	2	7	3	5	8
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Mediophyceae;Thalassiosira order incertae sedis	Thalassiosira order incertae sedis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Mediophyceae;Cerataulina order incertae sedis	Cerataulina order incertae sedis	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Mediophyceae;Attheya order incertae sedis	Attheya order incertae sedis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Eustigmatophyceae;Eustigmatales class incertae sedis;Eustigmatales	Eustigmatales	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Pelagophyceae phylum incertae sedis;Pelagophyceae;Pelagomonadales	Pelagomonadales	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1
order	Main genome;Eukaryota;SAR;Stramenopiles;Pelagophyceae phylum incertae sedis;Pelagophyceae;Sarcinochrysidales	Sarcinochrysidales	6	6	6	5	5	6	4	4	7	3	7	6	5	6	2	7	6	6	5	6	7	7	6	7	7	1	7	7	5	7	6	7	6	7	7	6	2	5	7	7	4	2	2	3	4	1	3	3	1	1	2	6	3	2	4	6	3	7	5	6	6	6	5	7	5	6	5	7	4	6	5	6	7	5	6	7	6	6	6	6	7	7	6	6	7	7	6	4	7	7
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Chromulinales	Chromulinales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Ochromonadales	Ochromonadales	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	2	1	2	2	2	1	1	0	0	2	1	2	2	1	3	0	1	1	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	2	1	1	2	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;LG21-05	LG21-05	1	1	1	2	1	1	1	2	1	1	2	1	2	3	1	3	3	2	1	3	4	3	3	3	3	1	4	4	4	4	4	3	3	3	3	4	1	4	4	3	1	1	3	2	1	0	1	1	0	1	1	2	0	0	1	1	3	1	2	2	1	4	1	2	1	3	2	2	2	3	3	2	3	1	1	2	2	2	3	3	4	2	3	2	1	3	4	1	4	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;LG01-09	LG01-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;I76	I76	0	0	0	0	2	1	0	1	1	1	2	1	1	1	1	0	1	0	2	1	1	2	1	1	2	2	2	1	1	2	1	2	2	2	1	1	0	0	2	2	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	1	0	1	1	1	1	2	1	1	1	0	2	2	0	0	1	1	2	1	1	0	2	0	1	0	1	2	2	1	2	2
order	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;E222	E222	4	5	6	4	4	6	5	7	5	4	6	5	4	4	3	6	4	6	6	5	5	6	6	6	6	3	7	8	7	7	5	6	4	7	5	6	5	4	6	6	6	3	4	4	4	2	4	4	3	4	1	4	6	3	7	4	6	7	5	6	4	5	6	5	5	4	4	5	5	6	7	6	7	7	6	6	5	6	4	4	6	5	7	3	1	8	9	7	9	10
order	Main genome;Eukaryota;SAR;Stramenopiles;Raphidophyceae phylum incertae sedis;Raphidophyceae;Chattonellales	Chattonellales	1	2	4	3	2	2	3	3	2	3	4	1	3	1	3	4	4	3	4	3	4	3	4	4	4	1	4	3	4	3	2	4	4	2	1	4	2	3	3	3	2	1	1	3	0	1	0	1	2	1	1	2	3	2	3	3	2	3	4	3	3	3	2	3	3	2	4	0	3	3	3	3	3	1	3	3	4	3	2	3	3	2	3	3	3	4	4	2	4	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis;Dictyochophyceae;Pedinellales	Pedinellales	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
order	Main genome;Eukaryota;SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis;Dictyochophyceae;Dictyochales	Dictyochales	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Eukaryota;SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis	Bolidomonas order incertae sedis	4	4	4	5	3	4	3	4	5	4	7	5	7	5	3	5	4	4	6	4	5	3	7	5	5	3	6	8	5	6	6	5	4	6	4	8	5	5	7	7	2	4	3	5	3	3	3	2	4	3	3	3	3	2	4	4	6	3	4	4	5	4	4	4	5	5	4	4	5	6	7	5	6	5	5	5	5	5	4	4	5	5	4	3	2	6	7	7	7	8
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Flabellinia	Flabellinia	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	2	2	1	0	1	2	1	4	2	1	0	5	11	14	13	9	1	2	4	2	7	0	15	6	5	1	1	0	1	0	1	0	1	0	1	1	0	0	0	2	2	1	4	2	3	0	1	3	3	4	1	0	0	2	2	1	2	5	2	1	0	1	0	2	0	2	7	2	3	2	3	4	2	18	14
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Euamoebida	Euamoebida	2	1	2	2	1	1	3	2	3	1	3	2	2	1	0	4	4	3	1	3	2	6	2	6	6	0	3	4	3	3	2	5	0	5	2	1	0	1	2	3	2	0	0	0	0	1	1	3	0	0	1	2	0	1	2	2	4	2	2	0	2	2	1	1	0	3	2	1	2	1	3	2	1	3	2	3	0	3	0	1	2	1	2	1	2	9	2	3	8	9
order	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Leptomyxida	Leptomyxida	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	1
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Prymnesiales	Prymnesiales	4	5	4	4	3	5	4	4	4	3	6	5	6	6	6	5	5	4	5	5	5	6	4	4	6	4	5	5	6	5	5	5	5	5	4	5	3	4	6	5	4	3	3	3	4	4	4	3	2	2	4	5	4	1	5	5	3	4	4	5	4	5	4	4	4	5	4	4	5	5	5	5	5	5	4	5	5	4	4	4	4	3	4	4	4	5	7	4	6	6
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Isochrysidales	Isochrysidales	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1
order	Main genome;Eukaryota;Hacrobia;Haptophyta (kingdom);Haptophyta;Prymnesiophyceae;Phaeocystis order incertae sedis	Phaeocystis order incertae sedis	0	1	0	1	1	0	2	1	1	0	3	3	3	3	0	0	0	0	1	2	2	1	0	1	2	2	2	1	0	0	1	2	1	1	0	2	1	2	1	1	0	1	0	1	1	0	0	0	1	2	1	0	1	1	0	0	0	0	2	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	2	0	1	0	1	2	0	0	2	2	2	2	2	3
order	Main genome;Eukaryota;Hacrobia;Cryptophyta (kingdom);Cryptophyta;Cryptophyceae;Goniomonas order incertae sedis	Goniomonas order incertae sedis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	1	0	1	1	3	2	1	1	5	3	5	5	1	1	1	1	1	0	4	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	1
order	Main genome;Eukaryota;Hacrobia;Cryptophyta (kingdom);Cryptophyta;Cryptophyceae;Kathablepharidae order incertae sedis	Kathablepharidae order incertae sedis	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	2	1	0	0	0	0	1	4	2	3	2	3	0	2	2	3	0	4	3	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0	1	0	2	0	0	1	0	1	2	1	1	1	2	0	0	0	0	0	1	0	1	0	0	1	2	1	4	3
order	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Acanthocystidae class incertae sedis;Acanthocystidae order incertae sedis	Acanthocystidae order incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	2	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0
